subject.auto(),number.string(),name.auto(),section.string(),crn.string(),slot.string(),days.auto(),starttime.auto(),endtime.auto(),roombuild.auto(),roomnumber.string(),type.auto(),method.auto(),associatedleclab.string(),phon.auto(),waitlist.auto(),precheck.auto(),reservelifted.auto(),attribute.auto(),credhr.string(),billhr.string(),prime_instr.auto(),secnd_instr.auto(),availto.auto(),reservefordegree.auto(),reserveformajor.auto(),reserveforminor.auto(),xlist.auto()
ONAE,8075,"Finite Elem Anlys Mar Struc",001,94722,04,"M,W,F",1100,1150,EN,4034,LEC,IP,"002","Y,Y",N,Y,N,,3,3,B Quinton,,,,"ENSH",,
ONAE,8075,"Laboratory",002,98357,,"W",0900,1200,EN,3000,LAB,IP,"001","Y,Y",N,N,,,0,NA,B Quinton,,,,,,
PHAR,2003,"Anatomy & Physiology II",001,80967,,"M,F",0830,0945,H,3446,LEC,IP,"002","Y,Y",N,Y,N,,3,3,A Pevida-Hern,,,"PD","DIET",,
PHAR,2003,"Laboratory",002,78023,,"F",1400,1550,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Pevida-Hern,,,,,,
PHAR,2004,"Intro to Biochemistry",001,67711,04,"M,W,F",1100,1150,IIC,2001,LEC,,,"Y,Y",Y,Y,N,,3,3,R Da Silva Li,,,,"DIET,PHAR",,"BIOC 2201-001"
PHAR,2010,"Service Learning",001,88714,99,,,,,,IND,IS,,"Y,Y",N,N,N,,0,3,L Wang,,,"PD",,,
PHAR,2202,"Pharmaceutics II",001,96694,,"W",1230,1345,,,LEC,IP,"003,002","Y,Y",N,Y,N,,3,3,L Wang,C Mar,,"PD",,,
PHAR,2202,"Laboratory",002,95875,42,"T",0900,1150,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,L Wang,,,,,,
PHAR,2202,"Laboratory",003,97574,,"T",1300,1550,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,L Wang,,,,,,
PHAR,2251,"Pharmacy Practice II",001,88709,,"M",1400,1550,,,LEC,IP,"003,002","Y,Y",N,Y,N,,5,5,K Arnold,,,"PD",,,
PHAR,2251,"Laboratory",002,88711,44,"R",0900,1150,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,K Arnold,,,,,,
PHAR,2251,"Laboratory",003,97575,,"R",1300,1550,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,K Arnold,,,,,,
PHAR,2620,"Social & Ethical Behaviours",001,88713,,"M",1600,1650,,,LEC,IP,,"Y,Y",N,Y,N,,2,2,B Fitzpatrick,,,"PD",,,
PHAR,3006,"Immunology",001,79116,02,"M,W,F",0900,0950,ED,1020,LEC,,,"Y,Y",Y,Y,N,,3,3,,,,,"PHAR",,"BIOC 4105-001,BIOL 4200-001"
PHAR,3111,"General Biochemistry",001,74540,03,"M,W,F",1000,1050,ED,2018,LEC,,,"Y,Y",Y,Y,N,,3,3,,,,,"PHAR",,"BIOC 3206-001"
PHAR,3251,"Pharmacy Practice IV",001,90246,,"W",1300,1450,,,LEC,IP,"003,002","Y,Y",N,Y,N,,5,5,T Genge,,,"PD",,,
PHAR,3251,"Laboratory",002,90248,,"M",1010,1300,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,T Genge,,,,,,
PHAR,3251,"Laboratory",003,97576,61,"M",1400,1650,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,T Genge,,,,,,
PHAR,3271,"Pharmacotherapy II",001,90250,99,,,,,,LEC,IP,,"Y,Y",N,Y,N,,4,4,R Law,,,"PD",,,
PHAR,3410,"Leadership & Health Promoti",001,90252,99,,,,,,LEC,IP,,"Y,Y",N,N,N,,3,3,L Bishop,,,"PD",,,
PHAR,3810,"Microbiol of Infectious Dis",001,90254,99,,,,,,LEC,IP,,"Y,Y",N,N,N,,2,2,N Abusara,,,"PD",,,
PHAR,3825,"Medicinal Chemistry",001,90257,99,,,,,,LEC,IP,,"Y,Y",N,Y,N,,3,3,L Alisaraie,,,"PD",,,
PHAR,4251,"Pharmacy Practice VI",001,92515,C41,"M",1030,1220,,,LEC,IP,"003,002","Y,Y",N,Y,N,,5,5,A Clarke,,,,"PHAR",,
PHAR,4251,"Laboratory",002,92517,43,"W",0900,1150,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Clarke,,,,,,
PHAR,4251,"Laboratory",003,97577,,"W",1300,1550,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Clarke,,,,,,
PHAR,4271,"Pharmacotherapy IV",001,92519,99,,,,,,LEC,IP,,"Y,Y",N,Y,N,,6,6,S Young,J Cro,,,"PHAR",,
PHAR,4420,"Pharmacy Management I",001,92521,99,,,,,,LEC,IP,,"Y,Y",N,N,N,,3,3,K Bailey,,,,"PHAR",,
PHAR,4622,"Applied Health Research II",001,94288,99,,,,,,LEC,IP,,"Y,Y",N,Y,N,,3,3,S Bugden,,,"PD",,,
PHAR,4820,"Pharmacokinetics",001,92117,99,,,,,,LEC,IP,,"Y,Y",N,Y,N,,2,2,N Daneshtalab,,,,"PHAR",,
PHAR,508P,"Pharmacy Practice Exper IV",001,94295,99,,,,,,IND,IS,,"Y,Y",N,Y,N,,1,1,L Little,W Wel,,"PD",,,
PHAR,5251,"Pharmacy Practice VIII",001,94290,,"W",0900,1050,,,LEC,IP,"003,002","Y,Y",N,Y,N,,4,4,L Bishop,B Ada,,"PD",,,
PHAR,5251,"Laboratory",002,94291,45,"F",0900,1150,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,L Bishop,B Ada,,,,,
PHAR,5251,"Laboratory",003,97578,,"F",1300,1550,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,L Bishop,S Coo,,,,,
PHAR,5271,"Advanced Pharmacotherapy",001,94292,99,,,,,,LEC,IP,,"Y,Y",N,Y,N,,5,5,J Kielly,A Pay,,"PD",,,
PHAR,5275,"Symposium in Pharmacy",001,94293,99,,,,,,SEM,IP,,"Y,Y",N,Y,N,,2,2,J Donnan,,,"PD",,,
PHAR,5640,"Social Justice &the Pharmac",001,94294,99,,,,,,LEC,IP,,"Y,Y",N,N,N,,2,2,B Fitzpatrick,,,"PD",,,
PHIL,1002,"Introduction to Philosophy",001,90510,05,"M,W,F",1200,1250,ED,4034,LEC,IP,,"Y,Y",Y,N,,,3,3,A O'Brien,,,,,,
PHIL,1002,"Introduction to Philosophy",002,90512,03,"M,W,F",1000,1050,SN,1019,LEC,IP,,"Y,Y",Y,N,,,3,3,I Aksoy,,,,,,
PHIL,1005,"Philosophy of Human Nature",001,90492,18,"T,R",1030,1145,SN,2105,LEC,IP,,"Y,Y",Y,N,,,3,3,A O'Brien,,,,,,
PHIL,1010,"CRW Phil of Human Nature",001,90456,04,"M,W,F",1100,1150,A,1049,LEC,IP,,"Y,Y",Y,N,,,3,3,G Shalev,,,,,,
PHIL,1011,"CRW in Ethics",001,90458,07,"M,W,F",1400,1450,SN,2101,LEC,IP,,"Y,Y",Y,N,,,3,3,G Shalev,,,,,,
PHIL,2020,"Epistemology",001,90460,03,"M,W,F",1000,1050,SN,2064,LEC,IP,,"Y,Y",Y,N,,,3,3,J Foster,,,,,,
PHIL,2030,"Logic",001,90462,05,"M,W,F",1200,1250,A,1046,LEC,IP,,"Y,Y",Y,N,,Q,3,3,S Gardner,,,,,,
PHIL,2050,"Social & Political Philosop",001,97949,19,"T,R",1400,1515,A,1046,LEC,IP,,"Y,Y",Y,N,,,3,3,P Trnka,,,,,,
PHIL,2070,"Philosophy of Religion",001,97952,18,"T,R",1030,1145,SN,2067,LEC,IP,,"Y,Y",Y,N,,,3,3,S McGrath,,,,,,"RELS 2070-001"
PHIL,2215,"History of Modern Philosoph",001,95938,04,"M,W,F",1100,1150,SN,2105,LEC,IP,,"Y,Y",Y,N,,,3,3,S Rajiva,,,,,,
PHIL,3230,"Kant's Theoretical Philosop",001,98422,07,"M,W,F",1400,1450,SN,4083,LEC,IP,,"Y,Y",Y,Y,,,3,3,S Rajiva,,,,,,
PHIL,3310,"German Idealism",001,97959,20,"T,R",1530,1645,A,1049,LEC,IP,,"Y,Y",Y,Y,,,3,3,S McGrath,,,,,,
PHIL,3410,"Analytic Philosophy",001,90486,14,"M,W",1530,1645,SN,4063,LEC,IP,,"Y,Y",Y,Y,,,3,3,J Foster,,,,,,
PHIL,4001,"Sp Tpc in Mjr Authors & Tex",001,97962,13,"M,W",1400,1515,SN,1103,LEC,IP,,"Y,Y",Y,Y,,,3,3,A Sullivan,,,,,,
PHIL,4003,"Seminar in Ethics",001,97963,18,"T,R",1030,1145,SN,4083,LEC,IP,,"Y,Y",Y,Y,,,3,3,P Trnka,,,,,,"PHIL 6016-001"
PHIL,4010,"Sem in Continental Philosop",056,97964,32,"W",1900,2130,A,3020,LEC,IP,,"Y,Y",Y,Y,,,3,3,S McGrath,,,,,,"PHIL 6014-056"
PHIL,4998,"Comprehensive Exam",001,60871,99,,,,,,CEX,IP,,"Y,Y",Y,Y,,,3,3,A Sullivan,,,,,,
PHIL,4999,"Honours Essay",001,91218,99,,,,,,LEC,IP,,"Y,Y",Y,Y,,,3,3,,,,,,,
PHYS,1020,"Introductory Physics I",001,63714,08,"M,W,F",1500,1550,ED,1020,LEC,IP,"003,002","Y,Y",Y,Y,,Q,3,3,L Beaulieu,,,,,,
PHYS,1020,"Laboratory",002,68199,,"M",0900,1050,C,2038,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,L Beaulieu,E Hay,,,,,
PHYS,1020,"Laboratory",003,97559,,"T",0900,1050,C,2038,LEC,IP,"001","Y,Y",N,N,,Q,0,NA,L Beaulieu,E Hay,,,,,
PHYS,1021,"Introductory Physics II",001,61690,16,"T,R",1200,1250,IIC,2001,LEC,IP,"002,004,003","Y,Y",N,Y,,Q,3,3,J Crawford,,,,,,
PHYS,1021,"Laboratory",002,61696,,"W",1400,1550,C,2038,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,J Crawford,M Bro,,,,,
PHYS,1021,"Laboratory",003,71998,,"F",0900,1050,C,2038,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,J Crawford,M Bro,,,,,
PHYS,1021,"Laboratory",004,97560,,"M",1400,1550,C,2038,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,J Crawford,M Bro,,,,,
PHYS,1021,"Introductory Physics II",005,61698,06,"M,T,R",1300,1350,ED,1020,LEC,IP,"006,008,007","Y,Y",Y,Y,,Q,3,3,K Shorlin,,,,,,
PHYS,1021,"Laboratory",006,61694,,"R",0900,1050,C,2038,LAB,IP,"005","Y,Y",N,N,,Q,0,NA,K Shorlin,M Bro,,,,,
PHYS,1021,"Laboratory",007,97561,,"R",1400,1550,C,2038,LAB,IP,"005","Y,Y",N,N,,Q,0,NA,K Shorlin,M Bro,,,,,
PHYS,1021,"Laboratory",008,98494,,"W",0900,1050,C,2038,LAB,IP,"005","Y,Y",N,N,,Q,0,NA,K Shorlin,M Bro,,,,,
PHYS,1050,"Gen Phys I:Mechanics",001,67758,07,"M,W,F",1400,1450,C,2045,LEC,IP,"002","Y,Y",Y,Y,,Q,3,3,S Malek,,,,,,
PHYS,1050,"Laboratory",002,98370,,"T",1400,1550,C,2038,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,S Malek,L Men,,,,,
PHYS,1051,"Gen Phys II:Osc,Waves,Elect",001,67752,05,"M,W,F",1200,1250,IIC,2001,LEC,IP,"003,002","Y,Y",Y,Y,N,Q,3,3,I Saika-Voivo,,,,"ENGO",,
PHYS,1051,"Laboratory",002,68135,,"W",1400,1550,C,2039,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,I Saika-Voivo,S Cam,,,,,
PHYS,1051,"Laboratory",003,97562,,"T",0900,1050,C,2039,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,I Saika-Voivo,S Cam,,,,,
PHYS,1051,"Gen Phys II:Osc,Waves,Elect",004,67756,16,"T,R",1200,1250,SN,2109,LEC,IP,"006,005","Y,Y",Y,Y,Y,Q,3,3,S Malek,,,,"ENGO",,
PHYS,1051,"Laborarory",005,79334,,"F",1400,1550,C,2038,LAB,IP,"004","Y,Y",N,N,,Q,0,NA,S Malek,S Cam,,,,,
PHYS,1051,"Laboratory",006,97563,,"M",1400,1550,C,2039,LAB,IP,"004","Y,Y",N,N,,Q,0,NA,S Malek,S Cam,,,,,
PHYS,2055,"Gen Phys V:Elect&Mag II",001,60903,05,"M,W,F",1200,1250,C,2045,LEC,IP,"002,004,003","Y,Y",Y,Y,,Q,3,3,K Shorlin,,,,,,
PHYS,2055,"Laboratory",002,65685,44,"R",0900,1150,C,3061,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,K Shorlin,E Hay,,,,,
PHYS,2055,"Laboratory",003,74918,62,"T",1400,1650,C,3061,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,K Shorlin,E Hay,,,,,
PHYS,2055,"Laboratory",004,97564,61,"M",1400,1650,C,3061,LAB,IP,"001","Y,Y",N,N,,Q,0,NA,K Shorlin,E Hay,,,,,
PHYS,2750,"Modern Physics",001,67759,16,"T,R",1200,1250,C,2045,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,M Wilson,,,,,,
PHYS,3050,"Intro to Biophysics",001,98275,19,"T,R",1400,1515,C,3067,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,J Wallin,,,,,,
PHYS,3230,"Classical Mechanics II",001,98276,18,"T,R",1030,1145,C,4036,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,I Afanassiev,,,,,,
PHYS,3300,"Intermediate Phys Oceanogra",001,72470,20,"T,R",1530,1645,C,2045,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,J Fitzgerald,,,,,,
PHYS,3400,"Thermal Physics",001,88717,06,"M,T,R",1300,1350,C,2045,LEC,IP,,"Y,Y",N,Y,,Q,3,3,L Beaulieu,,,,,,
PHYS,3800,"Computational Physics",001,89374,17,"T,R",0900,1015,C,3067,LEC,IP,,"Y,Y",N,Y,,Q,3,3,I Saika-Voivo,,,,,,
PHYS,3900,"Experimental Physics I",001,60919,,"M",1400,1700,C,4052,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,K Poduska,,,,,,
PHYS,3900,"Experimental Physics I",002,62032,,"T",1400,1700,C,4052,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,K Poduska,,,,,,
PHYS,4205,"Intro To Fluid Dynamics",001,87084,03,"M,W,F",1000,1050,C,3067,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,I Afanassiev,,,,,,"MATH 4180-001"
PHYS,4400,"Statistical Mechanics",001,98864,05,"M,W,F",1200,1250,C,3067,LEC,IP,,"Y,Y",N,Y,,Q,3,3,J Wallin,,,,,,
PHYS,4500,"Electromagnetic Fields II",002,99310,11,"M,W",1030,1145,C,3067,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,Q Chen,,,,,,
PHYS,4820,"Mathematical Physics II",001,86899,07,"M,W,F",1400,1450,C,3067,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,E Demirov,,,,,,
PHYS,490A,"Honours Physics Thesis",001,97472,99,,,,,,LEC,IP,,"Y,Y",N,N,,Q,0,3,M Evstigneev,,,,,,
PHYS,490B,"Honours Physics Thesis",001,60921,99,,,,,,LEC,IP,,"Y,Y",N,N,,Q,6,3,M Evstigneev,,,,,,
POSC,1000,"Intro to Politics & Governm",001,64381,18,"T,R",1030,1145,ED,2018,LEC,IP,,"Y,Y",Y,N,,,3,3,J Matthews,,,,,,
POSC,1001,"CRW Politics and Governance",001,84955,03,"M,W,F",1000,1050,SN,2041,LEC,IP,,"Y,Y",Y,N,,,3,3,L Ashworth,,,,,,
POSC,2100,"Intro to Political Theory",001,88594,12,"M,W",1230,1345,SN,2098,LEC,IP,,"Y,Y",Y,N,,,3,3,D Panagos,,,,,,
POSC,2300,"Intro Comparative Politics",056,92651,32,"W",1900,2130,A,1046,LEC,IP,,"Y,Y",Y,N,,,3,3,M Caman,,,,,,
POSC,260W,"Work Term I",001,89776,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
POSC,2800,"Intro to Cndn Politics & Go",056,74009,31,"T",1900,2130,SN,2036,LEC,IP,,"Y,Y",Y,N,,,3,3,A Marland,,,,,,
POSC,3010,"Empirical Mthds Political S",001,84770,19,"T,R",1400,1515,SN,2036,LEC,IP,,"Y,Y",Y,Y,N,,3,3,J Matthews,,,,"POSC,PSCE","POSC",
POSC,3230,"Global Pol & World's End",001,97978,13,"M,W",1400,1515,SN,2098,LEC,IP,,"Y,Y",Y,N,,,3,3,L Ashworth,,,,,,
POSC,3600,"Public Policy Fields",001,97980,12,"M,W",1230,1345,SN,2067,LEC,IP,,"Y,Y",Y,N,,,3,3,R Williams,,,,,,
POSC,360W,"Work Term II",001,81395,99,,,,,,WRK,IP,,"N,N",N,Y,,,0,NA,,,,,,,
POSC,3903,"Islam Trad Law/Social Ord/P",001,97982,04,"M,W,F",1100,1150,SN,2067,LEC,IP,,"Y,Y",Y,N,,,3,3,M Caman,,,,,,"LWSO 3018-001"
POSC,3904,"Gov Eur Union and EU Law",001,97984,09,"M,W,F",1600,1650,SN,2036,LEC,IP,,"Y,Y",Y,N,,,3,3,M Caman,,,,,,"LWSO 3019-001"
POSC,3905,"Democracy & Discontents",001,97986,10,"M,W",0900,1015,SN,4040,LEC,IP,,"Y,Y",Y,N,,,3,3,S Gray,,,,,,
POSC,4010,"Honours Essay I",001,74281,99,,,,,,HES,IP,,"N,N",N,N,N,,3,3,,,,"BAH","POSC",,
POSC,4011,"Honours Essay II",001,74285,99,,,,,,HES,IP,,"N,N",N,Y,N,,3,3,,,,"BAH","POSC",,
POSC,4100,"Approaches to Political The",001,97988,13,"M,W",1400,1515,SN,2041,SEM,IP,,"Y,Y",Y,N,,,3,3,D Panagos,,,,,,"POSC 6100-001"
POSC,4360,"Cnts Politics-Pro Viol & Te",001,98393,14,"M,W",1530,1645,SN,2041,SEM,IP,,"Y,Y",Y,N,,,3,3,I Cote,,,,,,
POSC,460W,"Work Term III",001,81397,99,,,,,,WRK,IP,,"N,N",N,Y,,,3,NA,,,,,,,
POSC,4630,"Policy Analysis",001,95996,18,"T,R",1030,1145,SN,2033,LEC,IP,,"Y,Y",Y,Y,,,3,3,E Schwartz,,,,,,
POSC,4905,"Religion & Politics",001,98389,17,"T,R",0900,1015,SN,2033,SEM,IP,,"Y,Y",Y,N,,,3,3,B Stephenson,,,,,,
PROC,5001,"Mass Transfer",001,94388,07,"M,W,F",1400,1450,EN,1001,LEC,IP,"002","Y,Y",N,Y,N,,3,3,Y Zhang,,,,"ENPR",,
PROC,5001,"Laboratory",002,98358,,"M,T",0900,1200,IIC,1028,LAB,IP,"001","Y,Y",N,N,,,0,NA,Y Zhang,,,,,,
PROC,5002,"Process Heat Transfer",001,94390,05,"M,W,F",1200,1250,EN,1000,LEC,IP,"002","Y,Y",N,Y,N,,3,3,A Aborig,S Imt,,,"ENPR",,
PROC,5002,"Laboratory",002,98359,,"F",0900,1200,EN,1034,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Aborig,S Imt,,,,,
PROC,5071,"Process Equip Design I",001,94392,,"T,R",1300,1415,EN,1004,LEC,IP,"002","Y,Y",N,Y,N,,3,3,S Ahmed,,,,"ENPR",,
PROC,5071,"Laboratory",002,98360,,"W,R",0900,1200,IIC,1028,LAB,IP,"001","Y,Y",N,N,,,0,NA,S Ahmed,,,,,,
PROC,5092,"Chem&Phys of Engi Mtrls",001,98558,N06,"T,R",1600,1715,EN,4034,LEC,,,"Y,Y",N,Y,,,3,3,,,,,,,
PROC,7141,"Bioprocess Engineering I",001,98797,17,"T,R",0900,1015,IIC,1033,LEC,IP,,"Y,Y",N,N,N,,3,3,K Hawboldt,,,"BE","ENPR",,
PROC,8040,"Process Engin Project II",001,98367,,"T",1200,1250,IIC,1033,LEC,IP,"002","Y,Y",N,Y,N,,3,3,S Ahmed,,,,"ENPR",,
PROC,8040,"Laboratory",002,98361,,"R",1400,1700,IIC,1033,LAB,IP,"001","Y,Y",N,N,,,0,NA,,,,,,,
PROC,8125,"AI in Process Engineering",001,98799,05,"M,W,F",1200,1250,EN,1052,LEC,IP,,"Y,Y",N,N,N,,3,3,S Ahmed,,,,"ENPR",,
PROC,8151,"Indust Pollution Prev/Cntrl",001,94673,18,"T,R",1030,1145,IIC,1033,LEC,IP,,"Y,Y",N,Y,N,,3,3,Y Zhang,,,,"ENPR",,
PROC,8170,"Reliability Engineering",001,98827,,"M,W",1300,1350,EN,4035,LEC,IP,,"Y,Y",N,Y,N,,3,3,M Taleb Berro,,,"BE","ENPR",,"ENGI 9116-001"
PROC,8276,"Decarb Strat Gas Industry",001,94728,04,"M,W,F",1100,1150,EN,1051,LEC,IP,,"Y,Y",N,Y,N,,3,3,A Aborig,,,,"ENCV,ENMC,ENPR,ENSH",,
PROC,8291,"Sustain Oil Prd/Gas Storage",001,98458,02,"M,W,F",0900,0950,EN,2043,LEC,IP,,"Y,Y",N,N,N,,3,3,A Aborig,,,"BE,BE,BE","ENCV,ENMC,ENPR",,"ENGI 9114-001"
PROC,8292,"Drilling Engineering",001,98460,03,"M,W,F",1000,1050,EN,1051,LEC,IP,"002","Y,Y",N,Y,N,,3,3,S Butt,,,"BE,BE","ENMC,ENPR",,"ENGI 9118-001"
PROC,8292,"Laboratory",002,98495,,"F",1400,1600,EN,1051,LAB,IP,"001","Y,Y",N,N,,,0,NA,S Butt,,,,,,
PROC,8293,"Extractive Metallurgy",001,98456,,"T,R",1300,1415,IIC,1033,LEC,IP,,"Y,Y",N,N,N,,3,3,C Lin,,,"BE","ENPR",,
PSYC,1000,"Intro To Psychology",001,81562,19,"T,R",1400,1515,IIC,2001,LEC,IP,,"Y,Y",Y,N,,,3,3,F Ayesu,,,,,,
PSYC,1001,"Intro To Psychology",001,60975,18,"T,R",1030,1145,ED,1020,LEC,IP,,"Y,Y",Y,Y,,,3,3,C Fitzpatrick,,,,,,
PSYC,1001,"Intro To Psychology",002,60976,07,"M,W,F",1400,1450,IIC,2001,LEC,IP,,"Y,Y",Y,Y,,,3,3,L Fallon,,,,,,
PSYC,1001,"Intro To Psychology",003,60977,19,"T,R",1400,1515,ED,1020,LEC,IP,,"Y,Y",Y,Y,,,3,3,M Hebert,,,,,,
PSYC,1001,"Intro To Psychology",056,60979,30,"M",1900,2130,SN,2109,LEC,IP,,"Y,Y",Y,Y,,,3,3,M Hebert,,,,,,
PSYC,199W,"Work Term I",001,81323,,,,,,,WRK,IS,,"N,N",N,N,N,,0,NA,C Thorpe,,,,"BHNC,PCOP",,
PSYC,2520,"Introduction to Neuroscienc",001,68468,03,"M,W,F",1000,1050,SN,2105,LEC,IP,,"Y,D",Y,Y,N,L,3,3,F Bambico,,,,"BHNC,BHNR,PCOP,PSYC",,"PSYC 2521-001"
PSYC,2521,"Intro to Neurosci BHNR Majo",001,92344,03,"M,W,F",1000,1050,SN,2105,LEC,IP,"003,002","Y,D",Y,Y,N,L,3,3,F Bambico,,,,"BHNC,BHNR",,"PSYC 2520-001"
PSYC,2521,"Laboratory",002,97968,63,"W",1400,1650,,,LAB,IP,"001","Y,D",N,N,,,0,NA,F Bambico,,,,,,
PSYC,2521,"Laboratory",003,98000,64,"R",1400,1650,,,LAB,IP,"001","Y,D",N,Y,,,0,NA,F Bambico,,,,,,
PSYC,2800,"Drugs & Behaviour",001,98002,18,"T,R",1030,1145,IIC,2001,LEC,IP,,"Y,Y",Y,Y,,,3,3,M Hebert,,,,,,
PSYC,2911,"Rsrch Mthds in Psych II",001,68476,17,"T,R",0900,1015,SN,2109,LEC,IP,"003,004,002,006,005","Y,D",Y,Y,N,L,3,3,D Wilson,,,,"BHNC,BHNR,PCOP,PSYC",,
PSYC,2911,"Laboratory",002,97565,,"F",0800,0950,,,LAB,IP,"001","Y,D",N,N,,,0,NA,D Wilson,,,,,,
PSYC,2911,"Laboratory",003,68478,,"F",1100,1250,,,LAB,IP,"001","Y,D",N,N,,L,0,NA,D Wilson,,,,,,
PSYC,2911,"Laboratory",004,68480,,"F",1300,1450,,,LAB,IP,"001","Y,D",N,N,,L,0,NA,D Wilson,,,,,,
PSYC,2911,"Laboratory",005,68484,,"F",1500,1650,,,LAB,IP,"001","Y,D",N,N,,L,0,NA,D Wilson,,,,,,
PSYC,2911,"Laboratory",006,96614,,"M",1400,1550,,,LAB,IP,"001","Y,D",N,N,,L,0,NA,D Wilson,,,,,,
PSYC,2930,"Research & Writing in Psych",001,84835,03,"M,W,F",1000,1050,C,2004,LEC,IP,,"Y,D",Y,Y,N,L,3,3,C Walsh,,,,"BHNC,BHNR,PCOP,PSYC",,
PSYC,299W,"Work Term II",001,80695,99,,,,,,WRK,IS,,"N,N",N,N,N,,0,NA,C Thorpe,,,,"BHNC,PCOP",,
PSYC,3050,"Developmental Psychology",001,96773,17,"T,R",0900,1015,SN,2064,LEC,IP,,"Y,D",Y,Y,N,,3,3,F Ayesu,,,,"BHNR,PCOP,PSYC",,
PSYC,3100,"Social Psychology",001,69971,19,"T,R",1400,1515,SN,2064,LEC,IP,,"Y,D",Y,Y,N,L,3,3,S Dandeneau,,,,"BHNC,BHNR,PCOP,PSYC",,
PSYC,3450,"Human Cognition",001,79526,05,"M,W,F",1200,1250,SN,2064,LEC,IP,,"Y,D",Y,Y,N,L,3,3,V Kavanagh,,,,"BHNC,BHNR,PCOP,PSYC",,
PSYC,3510,"Directed Study",001,89268,99,,,,,,LEC,IS,,"Y,Y",N,Y,,L,3,3,C Thorpe,,,,,,
PSYC,3511,"Directed Study",001,85303,99,,,,,,LEC,IS,,"N,N",N,Y,N,L,3,3,C Thorpe,,,,"BHNC,BHNR,PCOP,PSYC",,
PSYC,3650,"Abnormal Psychology",056,87368,G25,"M,W",1730,1845,SN,2064,LEC,IP,,"Y,D",Y,Y,N,L,3,3,F Cunningham,,,,"BHNC,BHNR,PCOP,PSYC",,
PSYC,3750,"Animal Behaviour I",001,68131,03,"M,W,F",1000,1050,C,4036,LEC,IP,,"Y,D",Y,Y,N,L,3,3,P Bitton,,,,"BHNC,BHNR,PCOP,PSYC",,"BIOL 3750-001"
PSYC,3820,"Rsch Tech Behavioural Neuro",001,86848,19,"T,R",1400,1515,SN,4040,LEC,IP,,"Y,D",Y,Y,N,L,3,3,A Swift-Galla,,,,"BHNC,BHNR",,
PSYC,3830,"Behavioural Endocrinology",001,98004,18,"T,R",1030,1145,C,2033,LEC,IP,,"Y,D",Y,Y,N,,3,3,A Swift-Galla,,,,"BHNC,BHNR,PCOP,PSYC",,
PSYC,3860,"Neuropsychopharmacology",001,98006,07,"M,W,F",1400,1450,C,4036,LEC,IP,,"Y,Y",Y,Y,N,,3,3,F Bambico,,,,"BHNC,BHNR,PCOP,PSYC",,
PSYC,399W,"Work Term III",001,81324,99,,,,,,WRK,IS,,"N,N",N,N,N,,0,NA,C Thorpe,,,,"BHNC,PCOP",,
PSYC,4051,"Sel Tpcs/Dev Psyc II",056,96001,03,"M,W,F",1000,1050,SN,4038,LEC,IP,,"Y,D",Y,Y,N,,3,3,J Drover,,,,"BHNC,BHNR,PCOP,PSYC",,
PSYC,4070,"Rrsch Exp Development Psych",001,90295,02,"M,W,F",0900,0950,SN,1103,LEC,IP,,"Y,D",Y,Y,N,L,3,3,J Drover,,,,"BHNC,BHNR,PCOP,PSYC",,
PSYC,4150,"Sel Tpcs Social Psych I",002,98647,17,"T,R",0900,1015,SN,3067,LEC,IP,,"Y,D",Y,Y,N,,3,3,M Day,,,,"BHNC,BHNR,PCOP,PSYC",,
PSYC,4170,"Rrsch Exp in Social Psychol",001,94865,19,"T,R",1400,1515,SN,4083,LEC,IP,,"Y,D",Y,Y,N,L,3,3,L Fallon,,,,"BHNC,BHNR,PCOP,PSYC",,
